Collection,Nid,Title,Contributing Institution,Contributor,Coverage,Creator,Date Digital,Date Original (Precise),Date Original (Precise),Decade,Description,Digitization Specifications,Excerpt,Folder,Format,Image,Language,Publisher,Relation,Resource Identifier,Rights Management,Series,Source,Subject,Transcript,Type,Video
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Photographs,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Aerial Photographs,,,
SLU Photographs,842,SLU Picture Map--1920s,St. Lawrence University,unknown,"Canton, NY",unknown,20-Jan-12,,,1920,"This ""map"" was drawn sometime during the mid 1920s and contains references to students, faculty members, activities and landmarks which were significant to SLU in the early part of the 20th century.","Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss70_os_slu_103.jpg,,St. Lawrence University,,"ODY Special Collections, Mss 70, St. Lawrence University Maps",Original materials may be protected by the Copyright Law of the United States (more information).,,"map, hand-drawn, 13 7/8"" h x 19"" w",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Maps,,,
SLU Photographs,843,Map of University Lands--Late 1920s,St. Lawrence University,Holton D. Robinson,"Canton, NY","Robinson, Holton D.",20-Jan-12,,,1920,"These two maps show the development of St. Lawrence University in the mid-1920s. Both maps were included in the first comprehensive alumni directory, called the General Catalogue, which was published in 1926. The map was drawn by the famous engineer, suspension bridge builder and 1886 alum, Holton D. Robinson.","Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss70_os_slu_100.jpg,,St. Lawrence University,,"ODY Special Collections, Mss 70, St. Lawrence University Maps",Original materials may be protected by the Copyright Law of the United States (more information).,,"Map, ink on paper, 10"" h x 19 5/8"" w",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Maps,,,
SLU Photographs,844,Map of campus in 1930s,St. Lawrence University,St. Lawrence University,"Canton, NY",unknown,20-Jan-12,,,1930,"This ""place mat""-sized map shows a panorama of all campus buildings in the mid-1930s time frame, including the buildings and barns belonging to the New York State Agricultural and Technical Institute.","Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 2000 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss70_os_slu_072.jpg,,St. Lawrence University,,"ODY Special Collections, Mss 70, St. Lawrence University Maps",Original materials may be protected by the Copyright Law of the United States (more information).,,"Map, ink on paper, 13"" h x 19"" w",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Maps,,,
SLU Photographs,845,"Hand drawn Campus Guide--""The Hill""",St. Lawrence University,Herbert Ducey,"Canton, NY","Ducey, Herbert",20-Jan-12,,,1950,"A hand-drawn campus guide to St. Lawrence University drawn by Herbert Ducey, class of 1959 showing the campus of the late 1950s","Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss70_os_slu_094.jpg,,St. Lawrence University,,"ODY Special Collections, Mss 70, St. Lawrence University Maps",Original materials may be protected by the Copyright Law of the United States (more information).,,"map, ink on paper, 7"" h x 9 5/8"" w",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Maps,,,
SLU Photographs,846,1970 Campus Map,St. Lawrence University,Rix Jennings,"Canton, NY","Jennings, Rix",20-Jan-12,,,1970,"The first campus map produced following the construction boom of the 1960s that transformed SLU into a modern campus. Construction projects in the 60s included Brown and Valentine Halls, Vilas Administration building, Griffiths Art Center and the E.J. Noble University Center, Whitman, Rebert and Lee Hall dormitories, Bewkes Science Hall and the Augsbury Athletic Complex.",,,,image/jpeg,xlm_mss70_os_slu_060.jpg,,St. Lawrence University,,"ODY Special Collections, Mss 70, St. Lawrence University Maps",Original materials may be protected by the Copyright Law of the United States (more information).,,"map, lithograph, 11 3/4"" h x 16"" w",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Maps,,,
,847,"1980s-90s ""Walking Tour"" Map",St. Lawrence University,St. Lawrence University,"Canton, NY",St. Lawrence University,20-Jan-12,,,,"In the 1980s, St. Lawrence reinforced the concept of the ""walking campus"", an environment with limited vehicle traffic, by producing a ""Walking Tour"" map for perspective students and their parents.","Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",,,image/jpeg,,English,St. Lawrence University,,"ODY Special Collections, Mss 70, St. Lawrence University Maps",Original materials may be protected by the Copyright Law of the United States (more information).,,"Map, ink on paper, 13 1/2"" h x 15 7/8"" w",St. Lawrence University--History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University--Maps,,,
SLU Photographs,848,Campus Map 2005,St. Lawrence University,"Sketches, etc.","Canton, NY","Sketches, etc.",20-Jan-12,,,,"A recent campus map showing all the facilities that exist today, including the Newell Field House (35) and improved athletic fields (37, 39), the Sullivan Student Center (73), Steiner Townhouses (74) and Johnson Hall of Science (84).","Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",,,image/jpeg,,,St. Lawrence University,,"ODY Special Collections, Mss 70, St. Lawrence University Maps",Original materials may be protected by the Copyright Law of the United States (more information).,,"Map, ink on paper 8 7/8"" h x 15 3/4/"" w",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Maps,,,
Microscopy,850,Rat Brain Section,,,,"Mullin, Kathryn",23-Jan-12,,,,"Series Scan Max Image Depth: 45.59µm Nuclei in blue, glial fibrillary associated proteins in glow, and vasculature in green",Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-mullin2-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Text,
Microscopy,851,Tomato Plant (Solanum lycopersicum),,,,"Reynolds, Sarah",23-Jan-12,,,,Stereo Projection. Depth of section: 18.72_m. Chlorophyll are shown in yellow as 3D.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-reynolds1-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,852,Pea Plant (Pisum sativum),,,,"Reynolds, Sarah",23-Jan-12,,,,Fluorescence microscope overlay image. 40x objective. Xylem are shown in light red. Stomata are shown in circles of red.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-reynolds3-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,853,Lemon-Lime plant (dracaena warnecki),,,,"Stoessel, Sean",23-Jan-12,,,,A cuticle of the leaf viewed under the 40x objective on the fluorescence microscope.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-stoessel8-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,854,Red Pine (Pinus resinosa),,,,"Stoessel, Sean",23-Jan-12,,,,Maximum projection of the pine needle. Depth of section 38.83_m. Terpenes are shown in red and the cuticle is in green.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-stoessel11-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,855,B16 cells,,,,"Wilkes, Meredith",23-Jan-12,,,,"Max series scan. The Microtubule associated proteins (MAPS) are in red, F actin is in yellow, and nuclei are in blue. Depth of section is 8.43 µm.",Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-wilkes12-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,856,Rat Brain Section,,,,"Wilkes, Meredith",23-Jan-12,,,,"Maximum projection. Depth of section: 26.86µm. Laminin is in magenta, GFAP is in green, nuclei are in blue, and vasculature is autofluorescent in purple.",Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-wilkes8-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
SLU Photographs,925,ODY Main Reading Room,St. Lawrence University,Ray A. Jubenville,"Canton, NY","Jubenville, Ray A.",7-Feb-12,,,1960,"The Owen D. Young Library, always known as ""ODY"", featured spacious study areas and room for extensive collections of books and journals, in contrast with the small, cramped and out-dated Herring-Cole Library and Reading Room.","Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 2000 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_rg2_s3-2_ody_b25_001_sc.jpg,,St. Lawrence University,,"ODY Special Collections, Archives, RG2, Series 3.2 B&G Campus Box 25",Original materials may be protected by the Copyright Law of the United States (more information).,3,"Photograph, b & w, 8"" h x 10"" w",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Photographs,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Owen D. Young Library (Canton, NY)",,,
Microscopy,910,B16 Cells,,,,"Wilkes, Meredith",3-Feb-12,,,,"Maximum projection. Depth of section: 4.23 µm. Zoom of 2.50. Phalloidin is in green, MAPS is in glow, and nuclei are in blue.",Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-wilkes14-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
SLU Photographs,857,Athletic Complex looking toward campus,St. Lawrence University,Tara Freeman,"Canton, NY","Freeman, Tara",25-Jan-12,,,2000,"A view of St. Lawrence University's modern athletic facilities including Appleton Arena (left), the Newell Field House and Augsbury Phys Ed building (center) and the surrounding sports fields.",,,,image/jpeg,20071002campus011_sc.jpg,,St. Lawrence University,,U:\univcomm\Main Collection\Campus\Aerial,Original materials may be protected by the Copyright Law of the United States (more information).,,"Digital photograph, color, 3872 pixels x 2592 pixels",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Photographs,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Aerial Photographs,,,
Microscopy,862,Red Pine Tree (Pinus resinosa),,,,"Stoessel, Sean",25-Jan-12,,,,Maximum projection. Section depth: 127.40_m. Both green and blue chlorophyll can be seen. Terpenes are shown in red. 11/11/11,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-stoessel12-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,863,China Rose (Rosa chinensis),,,,"Wilkes, Meredith",25-Jan-12,,,,Chlorophyll pigments are in green.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-wilkes15-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,868,Tomato Plant (Solanum lycopersicum),,,,"Reynolds, Sarah",30-Jan-12,,,,Maximum Projection with Animation. Series scan with a Z depth of 18.72_m. Vascular bundles are in blue. Chlorophyll are in magenta.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-reynolds2-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,869,3T3 Cells,,,,"Reynolds, Sarah",30-Jan-12,,,,Average Projection. Depth of section: 5.70_m. F-actin filaments are a blue. Alpha tubulins are in cyan. Nuclei are in Glow.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-reynolds9-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,870,Rat Brain Section,,,,"Reynolds, Sarah",30-Jan-12,,,,Maximum Projection. Depth of section: 24.42_m. Blood vessels are in grey. Nuclei are in blue.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-reynolds5-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,871,Pea Plant (Pisum sativum),,,,"Reynolds, Sarah",30-Jan-12,,,,Maximum Projection. Depth of section: 16.12_m. Xylem in glow. Collenchyma cells are colored in blue and pink. Vascular bundles are in grey.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-reynolds7-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,872,Aronia arbutifolia,,,,"Stoessel, Sean",30-Jan-12,,,,"A fluorescent image with 40x objective lens. The darker, box-like structures are epithelial cells.",Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-stoessel14-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,873,Cherry Tomato (Solanum lycopersicum var. cerasiforme),,,,"Reynolds, Sarah",30-Jan-12,,,,Single Scan Image. Collenchyma cells are shown in glow.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-reynolds15-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,874,Hackberry Tree (Celtis laevigata),,,,"Reynolds, Sarah",30-Jan-12,,,,"Maximum Projection. Depth of section: 13.84_m. Magenta, blue, and green were overlaid displaying phloem cells.",Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-reynolds16-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,875,HeLa Cells,,,,"Reynolds, Sarah",30-Jan-12,,,,Single scan image. Nuclei are in cyan. F-actin are in glow.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-reynolds17-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,876,Asiatic Lily (Lilium asiatic),,,,"Reynolds, Sarah",30-Jan-12,,,,Average Projection. Depth of section: 20.35_m. Dark circles are nuclei. Chromatophores are in red. Vacuole material in blue.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-reynolds20-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
SLU Photographs,889,Early 1990s view looking South,St. Lawrence University,,"Canton, NY",unknown,30-Jan-12,,,1990,"An early 1990s aerial view of many of the 1960s-era SLU buildings including Griffiths Arts Center, the E.J. Noble Center and Whitman Hall","Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images resized to 2000 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with unsharp mask of 60:1.",,Campus Aerial Shots,image/jpeg,xlm_rg2_s3-2_campus_b9_0001_sc.jpg,,St. Lawrence University,,"ODY Special Collections, Archives, RG2, Series 3.2 B&G Campus Box 9",Original materials may be protected by the Copyright Law of the United States (more information).,2,"Color photographic slide 15/16"" h x 1 5/16"" w",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Photographs,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Aerial Photographs,,,
SLU Photographs,890,Lower Campus looking east--late 1990s,St. Lawrence University,,"Canton, NY",unknown,30-Jan-12,,,1990,"The lower portion of campus at the start of the last building boom of the 2000s. Notice the new track and field complex, North Country Field and the early construction of Newell Field House. Johnson Hall of Science would eventually be built in the center right portion of this picture.","Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images resized to 2000 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with unsharp mask of 60:1.",,Campus Aerial Shots,image/jpeg,xlm_rg2_s3-2_campus_b9_0002_sc.jpg,,St. Lawrence University,,"ODY Special Collections, Archives, RG2, Series 3.2 B&G Campus Box 9",Original materials may be protected by the Copyright Law of the United States (more information).,2,"Color photographic slide, 15/16"" h x 1 5/16"" w",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Photographs,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Aerial Photographs,,,
SLU Photographs,891,Mid 1990s looking Northwest toward downtown,St. Lawrence University,unknown,"Canton, NY",unknown,31-Jan-12,,,1990,"An aerial view showing the areas of campus that would, a few years later, become the home of the Johnson Hall of Science and the Sulllivan Student Center. Buildings in the lower part of the picture (l to r) are Bewkes, Valentine and Brown Halls. Also pictured are Piskor Hall, the old bookstore and health center, Madill Hall, Dana Dining Hall and Sykes Residence, Hepburn Hall, ODY Library, Carnegie Hall and Gunnison Chapel.","Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images resized to 2000 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with unsharp mask of 60:1.",,Campus Aerial Shots,image/jpeg,xlm_rg2_s3-2_campus_b9_0003_sc.jpg,,St. Lawrence University,,"ODY Special Collections, Archives, RG2, Series 3.2 B&G Campus Box 9",Original materials may be protected by the Copyright Law of the United States (more information).,3,"Photographic slide, color 1 5/16"" h x 15/16"" w",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Photographs,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Aerial Photographs,,,
SLU Photographs,892,Late 1980s looking northeast,St. Lawrence University,unknown,"Canton, NY",unknown,31-Jan-12,,,1980,"Aerial of campus in 1989, well before the most recent campus building boom. At this time, Brewer Field House (a decade before it became the bookstore) is used for storage, Weeks Field looks underdeveloped and the center of campus seems strangely vacant with no Sullivan Student Center or Johnson Hall of Science.","Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images resized to 2000 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with unsharp mask of 60:1.",,Campus Aerial Shots,image/jpeg,xlm_rg2_s3-2_campus_b9_0004_sc.jpg,,St. Lawrence University,,"ODY Special Collections, Archives, RG2, Series 3.2 B&G Campus Box 9",Original materials may be protected by the Copyright Law of the United States (more information).,3,"Photographic slide, color, 1 5/16"" w x 15/16"" h",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Photographs,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Aerial Photographs,,,
SLU Photographs,893,late 1980s looking west,St. Lawrence University,unknown,"Canton, NY",unknown,31-Jan-12,,,1980,"A view looking west from behind Lee and Rebert Hall dormitories taken in 1989. Madill Hall is to the center left, with Piskor and the former bookstore/health center to the right of that. In 15 years, this photo would be dominated by the Sullivan Student Center.","Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images resized to 2000 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with unsharp mask of 60:1.",,Campus Aerial Shots,image/jpeg,xlm_rg2_s3-2_campus_b9_0005_sc.jpg,,St. Lawrence University,,"ODY Special Collections, Archives, RG2, Series 3.2 B&G Campus Box 9",Original materials may be protected by the Copyright Law of the United States (more information).,3,"Photographic slide, color, 15/16"" h x 1 5/16"" w",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Photographs,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Aerial Photographs,,,
SLU Photographs,894,Mid 1990s looking southeast,St. Lawrence University,unknown,"Canton, NY",unknown,31-Jan-12,,,1990,"Much of the residential part of campus taken in 1993. The buildings surrounding the quad include (from lower left): Vilas Hall, E. J. Noble Center, Whitman Hall, Dean Eaton, Carnegie Hall, Gunnison Chapel, Richardson Hall and Atwood Hall. Also visible are Rebert and Lee Halls, Madill Hall and the facilities maintenance complex.","Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images resized to 2000 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with unsharp mask of 60:1.",,Campus Aerial Shots,image/jpeg,xlm_rg2_s3-2_campus_b9_0006_sc.jpg,,St. Lawrence University,,"ODY Special Collections, Archives, RG2, Series 3.2 B&G Campus Box 9",Original materials may be protected by the Copyright Law of the United States (more information).,3,"Photographic slide, color, 15/16"" h x 1 5/16"" w",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Photographs,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Aerial Photographs,,,
SLU Photographs,896,New campus development looking south,St. Lawrence University,Tara Freeman,"Canton, NY","Freeman, Tara",31-Jan-12,,,2000,"The southern section of campus east of Park Street in 2007 following the latest spate of construction, including Sullivan Student Center (center left), Steiner Townhouses (upper left), and Johnson Hall of Science (center). Also shown are Brewer Bookstore and Merrick-Pinkard Track, both on the right.",,,,image/jpeg,20071002campus062_sc.jpg,,St. Lawrence University,,,Original materials may be protected by the Copyright Law of the United States (more information).,,"Digital photograph, 4.89 MB, 3872 x 2592 pixels at 300 dpi",St. Lawrence University--History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Photographs,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Aerial Photographs,,,
SLU Photographs,898,Newest construction...a closer view,St. Lawrence University,Tara Freeman,"Canton, NY","Freeman, Tara",31-Jan-12,,,2000,"A closer view of the lower part of campus in 2007, showing Johnson Hall, the Student Center and the senior townhouses",,,,image/jpeg,20071002campus088_sc.jpg,,St. Lawrence University,,,Original materials may be protected by the Copyright Law of the United States (more information).,,"Digital photograph, 5.99 MB, 3872 x 2592 pixels at 300 dpi",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Photographs,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Aerial Photographs,,,
SLU Photographs,967,College Hall--A University is Born,St. Lawrence University,unknown,"Canton, NY",unknown,13-Feb-12,,,,"In April of 1856, the New York State Legislature granted a charter to The St. Lawrence University College of Letters and Science, which would be housed, along with a Universalist Theological School, in a single building atop a hill outside Canton. In June, the cornerstone of what would be known for 50 years as ""College"" Hall was laid. Classes would begin the following year with just a handful of students. Around 1906, the building was renamed Richardson Hall in honor of donor Mary Richardson.","Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 2000 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_rg2_s3-2_richardson_b27_002_sc.jpg,,St. Lawrence University,,"ODY Special Collections, Archives, RG2, Series 3.2 B&G Campus Box 27",Original materials may be protected by the Copyright Law of the United States (more information).,3,"photograph, sepia tone, 6 3/4"" h x 8 3/4"" w",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Photographs,,,
,,,,,,,,,,,,,,,,,,,,,,,,Protestant theological seminaries -- New York (State) -- Canton,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Richardson Hall (Canton, NY)",,,
,,,,,,,,,,,,,,,,,,,,,,,,"College Hall (Canton, NY)",,,
,,,,,,,,,,,,,,,,,,,,,,,,Historic Buildings -- New York (State) -- Canton,,,
SLU Photographs,901,Science Complex and Student Center,St. Lawrence University,Ken Alger,"Canton, NY","Alger, Ken",1-Feb-12,,,2000,"The Johnson Hall of Science (center) shortly after its 2007 completion. Across the quad is the Sullivan Student Center, completed in 2004. In the foreground are the central heating facility, Whitman and Rebert dormitories and Madill Hall. Facilities in the background include Valentine and Bewkes Halls, Payson Hall and the Augsbury Phys Ed. complex.",,,,image/jpeg,20071022campusaerials010_sc.jpg,,St. Lawrence University,,,Original materials may be protected by the Copyright Law of the United States (more information).,,"Digital Photograph, color, 3.79 MB, 2880 x 1813 pixels @ 72 dpi",St. Lawrence University -- History,,Still Image,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Buildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Photographs,,,
,,,,,,,,,,,,,,,,,,,,,,,,St. Lawrence University -- Aerial Photographs,,,
Microscopy,902,B16 Cells,,,,"Reynolds, Sarah",3-Feb-12,,,,Single scan image. Zoom of 2.5. Nuclei are in cyan. F- actin are in glow.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-reynolds12-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,903,Pea Plant (Pisum sativum),,,,"Reynolds, Sarah",3-Feb-12,,,,Stereo Projection. Depth of scan: 16.12_m. Collenchyma cells are shown in yellow displayed in 3D.,Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-reynolds18-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,904,HeLa Cells,,,,"Stoessel, Sean",3-Feb-12,,,,"Single scan with nuclei in blue, MAPs in glow, and f-actin in green.",Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-stoessel4-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
Microscopy,905,Rat Brain Section,,,,"Stoessel, Sean",3-Feb-12,,,,"Depth of Section: 23.61_m. The nuclei are seen in blue, vasculature in green, and glia in red.",Saved as JPEG (level 12) in Photoshop CS5 with Unsharp Mask of 60:1.,,,image/jpeg,xlm-microscopy-stoessel18-2011.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,,,,,Image,
